"SPI","Mean_Accuracy","p_value_bonferroni","significant","Directionality","Literature_category","Module"
"icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",56.8965517241379,1,FALSE,"Undirected","spectral","M12"
"icoh_multitaper_max_fs-1_fmin-0_fmax-0-25",51.7241379310345,1,FALSE,"Undirected","spectral","M12"
"icoh_multitaper_max_fs-1_fmin-0_fmax-0-5",53.448275862069,1,FALSE,"Undirected","spectral","M12"
"icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",62.0689655172414,1,FALSE,"Undirected","spectral","M12"
"icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",60.3448275862069,1,FALSE,"Undirected","spectral","M12"
"icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",72.4137931034483,1,FALSE,"Undirected","spectral","M12"
"igci",56.8965517241379,1,FALSE,"Directed","causal","M03"
"je_gaussian",91.3793103448276,0,TRUE,"Undirected","infotheory","M14"
"je_kernel_W-0.5",79.3103448275862,0.110000000000009,FALSE,"Undirected","infotheory","M14"
"je_kozachenko",70.6896551724138,1,FALSE,"Undirected","infotheory","M14"
"kendalltau",81.0344827586207,0.0299999999999957,TRUE,"Undirected","basic","M14"
"lcss",81.0344827586207,0.0299999999999957,TRUE,"Undirected","distance","M10"
"lcss_constraint-itakura",58.6206896551724,1,FALSE,"Undirected","distance","M10"
"lcss_constraint-sakoe-chiba",84.4827586206897,0.00999999999999857,TRUE,"Undirected","distance","M10"
"lmfit_BayesianRidge",86.2068965517241,0,TRUE,"Directed","misc","M14"
"lmfit_ElasticNet",86.2068965517241,0,TRUE,"Directed","misc","M14"
"lmfit_Ridge",86.2068965517241,0,TRUE,"Directed","misc","M14"
"lmfit_SGDRegressor",86.2068965517241,0,TRUE,"Directed","misc","M14"
"mgc",86.2068965517241,0,TRUE,"Undirected","distance","M14"
"mgcx_maxlag-1",86.2068965517241,0,TRUE,"Undirected","distance","M14"
"mgcx_maxlag-10",89.6551724137931,0,TRUE,"Undirected","distance","M14"
"mi_gaussian",91.3793103448276,0,TRUE,"Undirected","infotheory","M14"
"mi_kernel_W-0.25",77.5862068965517,0.340000000000002,FALSE,"Undirected","infotheory","M14"
"mi_kraskov_NN-4",81.0344827586207,0.0299999999999957,TRUE,"Undirected","infotheory","M14"
"mi_kraskov_NN-4_DCE",86.2068965517241,0,TRUE,"Undirected","infotheory","M14"
"pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",72.4137931034483,1,FALSE,"Directed","spectral","M06"
"pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25",58.6206896551724,1,FALSE,"Directed","spectral","M06"
"pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5",72.4137931034483,1,FALSE,"Directed","spectral","M06"
"pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",65.5172413793103,1,FALSE,"Directed","spectral","M06"
"pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",65.5172413793103,1,FALSE,"Directed","spectral","M06"
"pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",62.0689655172414,1,FALSE,"Directed","spectral","M06"
"pec",65.5172413793103,1,FALSE,"Undirected","spectral","M11"
"pec_log",67.2413793103448,1,FALSE,"Undirected","spectral","M11"
"pec_orth",56.8965517241379,1,FALSE,"Undirected","spectral","M11"
"pec_orth_abs",53.448275862069,1,FALSE,"Undirected","spectral","M11"
"pec_orth_log",44.8275862068966,1,FALSE,"Undirected","spectral","M11"
"pec_orth_log_abs",53.448275862069,1,FALSE,"Undirected","spectral","M11"
"phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5",75.8620689655172,0.480000000000007,FALSE,"Undirected","spectral","M10"
"phase_multitaper_max_fs-1_fmin-0_fmax-0-25",50,1,FALSE,"Undirected","spectral","M10"
"phase_multitaper_max_fs-1_fmin-0_fmax-0-5",51.7241379310345,1,FALSE,"Undirected","spectral","M10"
"phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",44.8275862068966,1,FALSE,"Undirected","spectral","M01"
"phase_multitaper_mean_fs-1_fmin-0_fmax-0-25",51.7241379310345,1,FALSE,"Undirected","spectral","M01"
"phase_multitaper_mean_fs-1_fmin-0_fmax-0-5",67.2413793103448,1,FALSE,"Undirected","spectral","M01"
"phi_Geo_t-1_norm-0",60.3448275862069,1,FALSE,"Undirected","infotheory","M05"
"phi_Geo_t-1_norm-1",60.3448275862069,1,FALSE,"Undirected","infotheory","M05"
"phi_star_t-1_norm-0",75.8620689655172,0.480000000000007,FALSE,"Undirected","infotheory","M05"
"phi_star_t-1_norm-1",75.8620689655172,0.480000000000007,FALSE,"Undirected","infotheory","M05"
"pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE,"Undirected","spectral","M07"
"pli_multitaper_max_fs-1_fmin-0_fmax-0-25",44.8275862068966,1,FALSE,"Undirected","spectral","M07"
"pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",53.448275862069,1,FALSE,"Undirected","spectral","M01"
"pli_multitaper_mean_fs-1_fmin-0_fmax-0-25",56.8965517241379,1,FALSE,"Undirected","spectral","M01"
"pli_multitaper_mean_fs-1_fmin-0_fmax-0-5",67.2413793103448,1,FALSE,"Undirected","spectral","M14"
"plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE,"Undirected","spectral","M10"
"plv_multitaper_max_fs-1_fmin-0_fmax-0-25",53.448275862069,1,FALSE,"Undirected","spectral","M12"
"plv_multitaper_max_fs-1_fmin-0_fmax-0-5",68.9655172413793,1,FALSE,"Undirected","spectral","M12"
"plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE,"Undirected","spectral","M10"
"plv_multitaper_mean_fs-1_fmin-0_fmax-0-25",84.4827586206897,0.00999999999999857,TRUE,"Undirected","spectral","M10"
"plv_multitaper_mean_fs-1_fmin-0_fmax-0-5",72.4137931034483,1,FALSE,"Undirected","spectral","M10"
"ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5",48.2758620689655,1,FALSE,"Undirected","spectral","M12"
"ppc_multitaper_max_fs-1_fmin-0_fmax-0-25",53.448275862069,1,FALSE,"Undirected","spectral","M12"
"ppc_multitaper_max_fs-1_fmin-0_fmax-0-5",68.9655172413793,1,FALSE,"Undirected","spectral","M12"
"ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",53.448275862069,1,FALSE,"Undirected","spectral","M12"
"ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25",79.3103448275862,0.110000000000009,FALSE,"Undirected","spectral","M12"
"ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5",72.4137931034483,1,FALSE,"Undirected","spectral","M12"
"prec_EllipticEnvelope",87.9310344827586,0,TRUE,"Undirected","basic","M14"
"prec_EmpiricalCovariance",89.6551724137931,0,TRUE,"Undirected","basic","M14"
"prec_GraphicalLasso",89.6551724137931,0,TRUE,"Undirected","basic","M14"
"prec_GraphicalLassoCV",91.3793103448276,0,TRUE,"Undirected","basic","M14"
"prec_LedoitWolf",91.3793103448276,0,TRUE,"Undirected","basic","M14"
"prec_MinCovDet",87.9310344827586,0,TRUE,"Undirected","basic","M14"
"prec_OAS",91.3793103448276,0,TRUE,"Undirected","basic","M14"
"prec_ShrunkCovariance",89.6551724137931,0,TRUE,"Undirected","basic","M14"
"psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",44.8275862068966,1,FALSE,"Directed","spectral","M01"
"psi_multitaper_mean_fs-1_fmin-0_fmax-0-25",55.1724137931034,1,FALSE,"Directed","spectral","M01"
"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",51.7241379310345,1,FALSE,"Directed","spectral","M01"
"psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max",72.4137931034483,1,FALSE,"Directed","spectral","M08"
"psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max",44.8275862068966,1,FALSE,"Directed","spectral","M08"
"psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max",79.3103448275862,0.110000000000009,FALSE,"Directed","spectral","M08"
"psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean",58.6206896551724,1,FALSE,"Directed","spectral","M08"
"psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean",41.3793103448276,1,FALSE,"Directed","spectral","M08"
"psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",67.2413793103448,1,FALSE,"Directed","spectral","M08"
"reci",94.8275862068966,0,TRUE,"Directed","causal","M14"
"sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5",65.5172413793103,1,FALSE,"Directed","spectral","M06"
"sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25",53.448275862069,1,FALSE,"Directed","spectral","M06"
"sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5",56.8965517241379,1,FALSE,"Directed","spectral","M06"
"sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE,"Directed","spectral","M06"
"sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25",58.6206896551724,1,FALSE,"Directed","spectral","M06"
"sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",53.448275862069,1,FALSE,"Directed","spectral","M06"
"sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1",56.8965517241379,1,FALSE,"Directed","spectral","M05"
"sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20",50,1,FALSE,"Directed","spectral","M06"
"sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None",65.5172413793103,1,FALSE,"Directed","spectral","M05"
"sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1",55.1724137931034,1,FALSE,"Directed","spectral","M05"
"sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20",55.1724137931034,1,FALSE,"Directed","spectral","M06"
"sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None",60.3448275862069,1,FALSE,"Directed","spectral","M05"
"sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1",55.1724137931034,1,FALSE,NA,NA,NA
"sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20",58.6206896551724,1,FALSE,NA,NA,NA
"sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None",60.3448275862069,1,FALSE,NA,NA,NA
"sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1",56.8965517241379,1,FALSE,"Directed","spectral","M05"
"sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20",48.2758620689655,1,FALSE,"Directed","spectral","M06"
"sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None",74.1379310344828,0.939999999999991,FALSE,"Directed","spectral","M05"
"sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1",60.3448275862069,1,FALSE,"Directed","spectral","M05"
"sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20",60.3448275862069,1,FALSE,"Directed","spectral","M06"
"sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None",65.5172413793103,1,FALSE,"Directed","spectral","M05"
"sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None",74.1379310344828,0.939999999999991,FALSE,"Directed","spectral","M05"
"sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1",60.3448275862069,1,FALSE,NA,NA,NA
"sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20",68.9655172413793,1,FALSE,NA,NA,NA
"si_gaussian_k-1",79.3103448275862,0.110000000000009,FALSE,"Undirected","infotheory","M05"
"si_kernel_W-0.5_k-1",84.4827586206897,0.00999999999999857,TRUE,"Undirected","infotheory","M14"
"si_kozachenko_k-1",62.0689655172414,1,FALSE,"Undirected","infotheory","M14"
"softdtw",87.9310344827586,0,TRUE,"Undirected","distance","M10"
"softdtw_constraint-itakura",87.9310344827586,0,TRUE,"Undirected","distance","M10"
"softdtw_constraint-sakoe-chiba",87.9310344827586,0,TRUE,"Undirected","distance","M10"
"spearmanr",84.4827586206897,0.00999999999999857,TRUE,"Undirected","basic","M14"
"te_kernel_W-0.25_k-1",68.9655172413793,1,FALSE,"Directed","infotheory","M14"
"te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1",43.1034482758621,1,FALSE,"Directed","infotheory","M04"
"te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1",43.1034482758621,1,FALSE,"Directed","infotheory","M04"
"te_kraskov_NN-4_DCE_k-max-10_tau-max-4",43.1034482758621,1,FALSE,"Directed","infotheory","M04"
"te_kraskov_NN-4_k-1_kt-1_l-1_lt-1",44.8275862068966,1,FALSE,"Directed","infotheory","M04"
"te_kraskov_NN-4_k-max-10_tau-max-4",44.8275862068966,1,FALSE,"Directed","infotheory","M04"
"te_symbolic_k-10_kt-1_l-1_lt-1",58.6206896551724,1,FALSE,"Directed","infotheory","M05"
"te_symbolic_k-1_kt-1_l-1_lt-1",58.6206896551724,1,FALSE,"Directed","infotheory","M05"
"tlmi_gaussian",91.3793103448276,0,TRUE,"Undirected","infotheory","M14"
"tlmi_kernel_W-0.25",84.4827586206897,0.00999999999999857,TRUE,"Undirected","infotheory","M14"
"tlmi_kraskov_NN-4",84.4827586206897,0.00999999999999857,TRUE,"Undirected","infotheory","M14"
"tlmi_kraskov_NN-4_DCE",82.7586206896552,0.0199999999999971,TRUE,"Undirected","infotheory","M14"
"wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5",50,1,FALSE,"Undirected","spectral","M07"
"wpli_multitaper_max_fs-1_fmin-0_fmax-0-25",48.2758620689655,1,FALSE,"Undirected","spectral","M07"
"wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",58.6206896551724,1,FALSE,"Undirected","spectral","M01"
"wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25",53.448275862069,1,FALSE,"Undirected","spectral","M01"
"wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5",67.2413793103448,1,FALSE,"Undirected","spectral","M14"
"xcorr_max_sig-True",68.9655172413793,1,FALSE,"Undirected","basic","M10"
"xcorr_mean_sig-False",58.6206896551724,1,FALSE,"Undirected","basic","M14"
"xcorr_mean_sig-True",74.1379310344828,0.939999999999991,FALSE,"Undirected","basic","M14"
